"No.","Time","Source","Destination","Protocol","Length","Info"
"28","0.093049517","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","196","Application Data"
"29","0.093062992","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","142","Application Data"
"30","0.093124267","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","125","Application Data"
"31","0.093316809","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TCP","86","52928  >  443 [ACK] Seq=15854 Ack=311 Win=7085 Len=0 TSval=2536125978 TSecr=217308729"
"32","0.093362785","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TLSv1.2","125","Application Data"
"33","0.135689690","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","86","443  >  52928 [ACK] Seq=311 Ack=15893 Win=429 Len=0 TSval=217308772 TSecr=2536125978"
"34","0.217026589","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TLSv1.2","568","Application Data"
"35","0.217076282","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TLSv1.2","1170","Application Data"
"36","0.217134401","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TCP","1484","52928  >  443 [ACK] Seq=17459 Ack=311 Win=7085 Len=1398 TSval=2536126102 TSecr=217308772 [TCP segment of a reassembled PDU]"
"37","0.217136385","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TLSv1.2","532","Application Data"
"38","0.256269782","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","86","443  >  52928 [ACK] Seq=311 Ack=16375 Win=440 Len=0 TSval=217308892 TSecr=2536126102"
"39","0.256309156","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","86","443  >  52928 [ACK] Seq=311 Ack=17459 Win=451 Len=0 TSval=217308892 TSecr=2536126102"
"40","0.256419994","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","86","443  >  52928 [ACK] Seq=311 Ack=18857 Win=462 Len=0 TSval=217308892 TSecr=2536126102"
"41","0.256431435","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","86","443  >  52928 [ACK] Seq=311 Ack=19303 Win=473 Len=0 TSval=217308892 TSecr=2536126102"
"42","0.269928875","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","158","Application Data"
"43","0.269961937","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","279","Application Data"
"44","0.269969381","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","319","Application Data"
"45","0.270285895","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","125","Application Data"
"46","0.270437520","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TCP","86","52928  >  443 [ACK] Seq=19303 Ack=848 Win=7085 Len=0 TSval=2536126155 TSecr=217308906"
"47","0.270509956","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TLSv1.2","125","Application Data"
"48","0.312683332","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","86","443  >  52928 [ACK] Seq=848 Ack=19342 Win=473 Len=0 TSval=217308949 TSecr=2536126155"
"49","2.931369408","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c08::5e","TCP","94","50026  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=3913468754 TSecr=0 WS=128"
"50","2.974374356","2607:f8b0:4002:c08::5e","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","94","443  >  50026 [SYN, ACK] Seq=0 Ack=1 Win=61512 Len=0 MSS=1410 SACK_PERM=1 TSval=3486426529 TSecr=3913468754 WS=256"
"51","2.974445289","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c08::5e","TCP","74","50026  >  443 [RST] Seq=1 Win=0 Len=0"
"52","3.828753401","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TLSv1.2","843","Application Data"
"53","3.870119211","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","86","443  >  52928 [ACK] Seq=848 Ack=20099 Win=484 Len=0 TSval=217312506 TSecr=2536129713"
"54","3.914086155","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TLSv1.2","176","Application Data"
"55","3.931118594","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2600:1408:9000:2a1::201c","TLSv1.2","132","Application Data"
"56","3.931158680","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2600:9000:211c:e000:a:da5e:7900:93a1","TLSv1.2","132","Application Data"
"57","3.956701862","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","86","443  >  52928 [ACK] Seq=848 Ack=20189 Win=484 Len=0 TSval=217312589 TSecr=2536129799"
"58","3.968671022","2600:1408:9000:2a1::201c","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","132","Application Data"
"59","3.968795135","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2600:1408:9000:2a1::201c","TCP","86","43612  >  443 [ACK] Seq=47 Ack=47 Win=501 Len=0 TSval=426212592 TSecr=631469326"
"60","3.977208225","2600:9000:211c:e000:a:da5e:7900:93a1","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","132","Application Data"
"61","3.977254232","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2600:9000:211c:e000:a:da5e:7900:93a1","TCP","86","33668  >  443 [ACK] Seq=47 Ack=47 Win=501 Len=0 TSval=4106928103 TSecr=2480330599"
"62","3.987491749","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","180","Application Data"
"63","3.987750986","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"64","3.987769771","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TCP","86","52928  >  443 [ACK] Seq=20189 Ack=2150 Win=7107 Len=0 TSval=2536129872 TSecr=217312623"
"65","3.987869779","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1661","Application Data, Application Data"
"66","3.987875349","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TCP","86","52928  >  443 [ACK] Seq=20189 Ack=3725 Win=7132 Len=0 TSval=2536129872 TSecr=217312624"
"67","3.987878435","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","117","Application Data"
"68","3.987887312","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","125","Application Data"
"69","3.987989905","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TCP","86","52928  >  443 [ACK] Seq=20189 Ack=3795 Win=7132 Len=0 TSval=2536129873 TSecr=217312624"
"70","3.988029890","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TLSv1.2","125","Application Data"
"71","4.034008372","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","86","443  >  52928 [ACK] Seq=3795 Ack=20228 Win=484 Len=0 TSval=217312670 TSecr=2536129873"
"72","4.090939896","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","186","Application Data"
"73","4.091171490","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"74","4.091191328","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TCP","86","52928  >  443 [ACK] Seq=20228 Ack=5103 Win=7154 Len=0 TSval=2536129976 TSecr=217312727"
"75","4.091274784","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"76","4.091290945","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"77","4.091298078","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TCP","86","52928  >  443 [ACK] Seq=20228 Ack=7519 Win=7199 Len=0 TSval=2536129976 TSecr=217312727"
"78","4.091310401","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"79","4.091522119","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"80","4.091535354","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TCP","86","52928  >  443 [ACK] Seq=20228 Ack=9935 Win=7243 Len=0 TSval=2536129976 TSecr=217312727"
"81","4.091554810","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"82","4.091634911","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"83","4.091640672","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TCP","86","52928  >  443 [ACK] Seq=20228 Ack=12351 Win=7288 Len=0 TSval=2536129976 TSecr=217312727"
"84","4.091650159","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"85","4.091658565","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","265","Application Data"
"86","4.091663364","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TCP","86","52928  >  443 [ACK] Seq=20228 Ack=13738 Win=7310 Len=0 TSval=2536129976 TSecr=217312727"
"87","4.091672912","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","156","Application Data, Application Data"
"88","4.091735590","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c07::5d","TLSv1.2","125","Application Data"
"89","4.133600306","2607:f8b0:4002:c07::5d","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","86","443  >  52928 [ACK] Seq=13808 Ack=20267 Win=484 Len=0 TSval=217312770 TSecr=2536129976"
"90","4.205194478","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TLSv1.2","237","Application Data"
"91","4.213462516","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TLSv1.2","250","Application Data"
"92","4.217202851","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TLSv1.2","250","Application Data"
"93","4.217279926","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TLSv1.2","237","Application Data"
"94","4.217352111","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TLSv1.2","236","Application Data"
"95","4.253542000","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","86","443  >  58832 [ACK] Seq=1 Ack=152 Win=344 Len=0 TSval=2965063862 TSecr=1504998546"
"96","4.254225924","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","86","443  >  58832 [ACK] Seq=1 Ack=316 Win=348 Len=0 TSval=2965063862 TSecr=1504998554"
"97","4.254977916","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","206","Application Data"
"98","4.255002763","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=781 Ack=121 Win=2481 Len=0 TSval=1504998596 TSecr=2965063863"
"99","4.255360655","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TLSv1.2","125","Application Data"
"100","4.257126291","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TCP","86","443  >  58832 [ACK] Seq=121 Ack=781 Win=361 Len=0 TSval=2965063867 TSecr=1504998558"
"101","4.260813827","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","203","Application Data"
"102","4.260851778","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=238 Win=2481 Len=0 TSval=1504998601 TSecr=2965063870"
"103","4.261030113","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"104","4.261056914","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=1446 Win=2504 Len=0 TSval=1504998602 TSecr=2965063870"
"105","4.261414776","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"106","4.261441576","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=2654 Win=2526 Len=0 TSval=1504998602 TSecr=2965063871"
"107","4.261794489","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"108","4.261814717","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=3862 Win=2548 Len=0 TSval=1504998602 TSecr=2965063871"
"109","4.261829454","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"110","4.261840415","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=5070 Win=2571 Len=0 TSval=1504998602 TSecr=2965063871"
"111","4.262542163","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"112","4.262563022","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=6278 Win=2593 Len=0 TSval=1504998603 TSecr=2965063872"
"113","4.262578561","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"114","4.262588049","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=7486 Win=2615 Len=0 TSval=1504998603 TSecr=2965063872"
"115","4.267601635","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"116","4.267658803","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=8694 Win=2637 Len=0 TSval=1504998608 TSecr=2965063872"
"117","4.267762197","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","699","Application Data"
"118","4.267777886","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=9307 Win=2656 Len=0 TSval=1504998608 TSecr=2965063872"
"119","4.273319243","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","179","Application Data"
"120","4.273380779","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=9400 Win=2656 Len=0 TSval=1504998614 TSecr=2965063882"
"121","4.273398592","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"122","4.273409563","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=10608 Win=2679 Len=0 TSval=1504998614 TSecr=2965063882"
"123","4.273559946","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"124","4.273575384","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=11816 Win=2701 Len=0 TSval=1504998614 TSecr=2965063883"
"125","4.273621381","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"126","4.273631249","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=13024 Win=2723 Len=0 TSval=1504998614 TSecr=2965063883"
"127","4.274485103","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data"
"128","4.274510220","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=14232 Win=2746 Len=0 TSval=1504998615 TSecr=2965063883"
"129","4.274523565","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1127","Application Data"
"130","4.274533915","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=15273 Win=2768 Len=0 TSval=1504998615 TSecr=2965063883"
"131","4.275068048","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data, Application Data, Application Data"
"132","4.275081834","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=16481 Win=2790 Len=0 TSval=1504998616 TSecr=2965063884"
"133","4.275095780","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data [TCP segment of a reassembled PDU]"
"134","4.275105578","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=17689 Win=2813 Len=0 TSval=1504998616 TSecr=2965063884"
"135","4.275792539","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data [TCP segment of a reassembled PDU]"
"136","4.275806836","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=18897 Win=2835 Len=0 TSval=1504998616 TSecr=2965063885"
"137","4.275821703","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data [TCP segment of a reassembled PDU]"
"138","4.275831492","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=20105 Win=2857 Len=0 TSval=1504998616 TSecr=2965063885"
"139","4.276519945","2607:f8b0:4002:c06::77","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","TLSv1.2","1294","Application Data [TCP segment of a reassembled PDU]"
"140","4.276544451","2603:9000:ad0c:2ea:3a30:a9b4:71e6:94ca","2607:f8b0:4002:c06::77","TCP","86","58832  >  443 [ACK] Seq=820 Ack=21313 Win=2879 Len=0 TSval=1504998617 TSecr=2965063886"
